date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2015-06-15,Onions - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-07-15,Onions - Retail,KG,vegetables and fruits,65.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-08-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-09-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-10-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-11-15,Onions - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-12-15,Onions - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-01-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-02-15,Onions - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-03-15,Onions - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-07-15,Onions - Retail,KG,vegetables and fruits,70.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-08-15,Onions - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-09-15,Onions - Retail,KG,vegetables and fruits,70.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2016-10-15,Onions - Retail,KG,vegetables and fruits,70.0,DZD,Algeria,Tindouf,383,Samara,1796,173,15,5,4,1796_173_15_5,
2015-04-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-05-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-06-15,Bananas - Retail,KG,vegetables and fruits,210.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-07-15,Bananas - Retail,KG,vegetables and fruits,200.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-08-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-09-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-10-15,Bananas - Retail,KG,vegetables and fruits,280.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-11-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-12-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-01-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-02-15,Bananas - Retail,KG,vegetables and fruits,260.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-03-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-07-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-08-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-09-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2016-10-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,254,15,5,4,1796_254_15_5,
2015-04-15,Fuel (diesel) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-05-15,Fuel (diesel) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-06-15,Fuel (diesel) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-07-15,Fuel (diesel) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-08-15,Fuel (diesel) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-09-15,Fuel (diesel) - Retail,L,non-food,30.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-10-15,Fuel (diesel) - Retail,L,non-food,30.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-11-15,Fuel (diesel) - Retail,L,non-food,30.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-12-15,Fuel (diesel) - Retail,L,non-food,30.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-01-15,Fuel (diesel) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-02-15,Fuel (diesel) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-03-15,Fuel (diesel) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-07-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-08-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-09-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2016-10-15,Fuel (diesel) - Retail,L,non-food,35.0,DZD,Algeria,Tindouf,383,Samara,1796,284,15,15,8,1796_284_15_15,
2015-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,50.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,40.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,60.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2016-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,45.0,DZD,Algeria,Tindouf,383,Samara,1796,285,15,15,8,1796_285_15_15,
2015-04-15,Milk (camel) - Retail,L,milk and dairy,130.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-05-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-06-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-07-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-08-15,Milk (camel) - Retail,L,milk and dairy,170.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-09-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-10-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-11-15,Milk (camel) - Retail,L,milk and dairy,135.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-12-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-01-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-02-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-03-15,Milk (camel) - Retail,L,milk and dairy,140.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-07-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-08-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-09-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2016-10-15,Milk (camel) - Retail,L,milk and dairy,150.0,DZD,Algeria,Tindouf,383,Samara,1796,342,15,15,3,1796_342_15_15,
2015-04-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-05-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-06-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-07-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-08-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-09-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",75.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-10-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-11-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-12-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-01-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-02-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",85.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-03-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-07-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-08-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-09-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2016-10-15,Fish (canned) - Retail,125 G,"meat, fish and eggs",80.0,DZD,Algeria,Tindouf,383,Samara,1796,343,15,74,2,1796_343_15_74,
2015-04-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-05-15,Meat (camel) - Retail,KG,"meat, fish and eggs",550.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-06-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-07-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-08-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-09-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-10-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-11-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-12-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-01-15,Meat (camel) - Retail,KG,"meat, fish and eggs",600.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-02-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-03-15,Meat (camel) - Retail,KG,"meat, fish and eggs",700.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-07-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-08-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-09-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2016-10-15,Meat (camel) - Retail,KG,"meat, fish and eggs",650.0,DZD,Algeria,Tindouf,383,Samara,1796,344,15,5,2,1796_344_15_5,
2015-04-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-05-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-06-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-07-15,Apples - Retail,KG,vegetables and fruits,240.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-08-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-09-15,Apples - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-10-15,Apples - Retail,KG,vegetables and fruits,230.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-11-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-12-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-01-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-02-15,Apples - Retail,KG,vegetables and fruits,280.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-03-15,Apples - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-07-15,Apples - Retail,KG,vegetables and fruits,380.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-08-15,Apples - Retail,KG,vegetables and fruits,400.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-09-15,Apples - Retail,KG,vegetables and fruits,450.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2016-10-15,Apples - Retail,KG,vegetables and fruits,380.0,DZD,Algeria,Tindouf,383,Samara,1796,345,15,5,4,1796_345_15_5,
2015-04-15,Tea (sahm) - Retail,Packet,miscellaneous food,140.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-05-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-06-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-07-15,Tea (sahm) - Retail,Packet,miscellaneous food,130.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-08-15,Tea (sahm) - Retail,Packet,miscellaneous food,140.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-09-15,Tea (sahm) - Retail,Packet,miscellaneous food,140.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-10-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-11-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-12-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-01-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-02-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-03-15,Tea (sahm) - Retail,Packet,miscellaneous food,150.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-07-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-08-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-09-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2016-10-15,Tea (sahm) - Retail,Packet,miscellaneous food,160.0,DZD,Algeria,Tindouf,383,Samara,1796,357,15,75,7,1796_357_15_75,
2015-04-15,Oranges - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,360,15,5,4,1796_360_15_5,
2015-05-15,Oranges - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Samara,1796,360,15,5,4,1796_360_15_5,
2015-04-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-05-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-06-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-07-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-08-15,Rice - Retail,KG,cereals and tubers,80.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-09-15,Rice - Retail,KG,cereals and tubers,90.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-10-15,Rice - Retail,KG,cereals and tubers,90.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-11-15,Rice - Retail,KG,cereals and tubers,90.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-12-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-01-15,Rice - Retail,KG,cereals and tubers,90.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-02-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-03-15,Rice - Retail,KG,cereals and tubers,100.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-07-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-08-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-09-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2016-10-15,Rice - Retail,KG,cereals and tubers,120.0,DZD,Algeria,Tindouf,383,Dakhla,1797,52,15,5,1,1797_52_15_5,1
2015-04-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-05-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-06-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-07-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-08-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-09-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-10-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-11-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-12-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-01-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-02-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-03-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-07-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-08-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-09-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2016-10-15,Bread - Retail,Unit,cereals and tubers,10.0,DZD,Algeria,Tindouf,383,Dakhla,1797,55,15,33,1,1797_55_15_33,
2015-04-15,Beans (white) - Retail,KG,pulses and nuts,280.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-05-15,Beans (white) - Retail,KG,pulses and nuts,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-06-15,Beans (white) - Retail,KG,pulses and nuts,200.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-07-15,Beans (white) - Retail,KG,pulses and nuts,200.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-08-15,Beans (white) - Retail,KG,pulses and nuts,250.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-09-15,Beans (white) - Retail,KG,pulses and nuts,200.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
2015-10-15,Beans (white) - Retail,KG,pulses and nuts,170.0,DZD,Algeria,Tindouf,383,Dakhla,1797,66,15,5,5,1797_66_15_5,
