date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2015-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",380.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",280.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",330.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",330.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2016-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",370.0,DZD,Algeria,Tindouf,383,Tindouf,1795,94,15,5,2,1795_94_15_5,
2015-04-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-05-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-06-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-07-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-08-15,Sugar - Retail,KG,miscellaneous food,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-09-15,Sugar - Retail,KG,miscellaneous food,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-10-15,Sugar - Retail,KG,miscellaneous food,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-11-15,Sugar - Retail,KG,miscellaneous food,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-12-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-01-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,95.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,95.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-09-15,Sugar - Retail,KG,miscellaneous food,95.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2016-10-15,Sugar - Retail,KG,miscellaneous food,95.0,DZD,Algeria,Tindouf,383,Tindouf,1795,97,15,5,7,1795_97_15_5,
2015-04-15,Lentils - Retail,KG,pulses and nuts,240.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-05-15,Lentils - Retail,KG,pulses and nuts,190.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-06-15,Lentils - Retail,KG,pulses and nuts,210.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-07-15,Lentils - Retail,KG,pulses and nuts,190.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-08-15,Lentils - Retail,KG,pulses and nuts,212.5,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-09-15,Lentils - Retail,KG,pulses and nuts,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-10-15,Lentils - Retail,KG,pulses and nuts,190.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-11-15,Lentils - Retail,KG,pulses and nuts,240.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-12-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-01-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-02-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-03-15,Lentils - Retail,KG,pulses and nuts,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-07-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-08-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-09-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2016-10-15,Lentils - Retail,KG,pulses and nuts,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,108,15,5,5,1795_108_15_5,
2015-04-15,Pasta - Retail,500 G,cereals and tubers,35.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-05-15,Pasta - Retail,500 G,cereals and tubers,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-06-15,Pasta - Retail,500 G,cereals and tubers,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-07-15,Pasta - Retail,500 G,cereals and tubers,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-08-15,Pasta - Retail,500 G,cereals and tubers,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-09-15,Pasta - Retail,500 G,cereals and tubers,55.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-10-15,Pasta - Retail,500 G,cereals and tubers,55.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-11-15,Pasta - Retail,500 G,cereals and tubers,55.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-12-15,Pasta - Retail,500 G,cereals and tubers,55.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-01-15,Pasta - Retail,500 G,cereals and tubers,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-02-15,Pasta - Retail,500 G,cereals and tubers,45.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-03-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-07-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-08-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-09-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2016-10-15,Pasta - Retail,500 G,cereals and tubers,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,112,15,28,1,1795_112_15_28,
2015-04-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-05-15,Tomatoes - Retail,KG,vegetables and fruits,110.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-06-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-07-15,Tomatoes - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-08-15,Tomatoes - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-09-15,Tomatoes - Retail,KG,vegetables and fruits,110.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-10-15,Tomatoes - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-11-15,Tomatoes - Retail,KG,vegetables and fruits,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-12-15,Tomatoes - Retail,KG,vegetables and fruits,65.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-01-15,Tomatoes - Retail,KG,vegetables and fruits,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-02-15,Tomatoes - Retail,KG,vegetables and fruits,70.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-03-15,Tomatoes - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-07-15,Tomatoes - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-08-15,Tomatoes - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-09-15,Tomatoes - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2016-10-15,Tomatoes - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,114,15,5,4,1795_114_15_5,
2015-04-15,Oil - Retail,L,oil and fats,125.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-05-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-06-15,Oil - Retail,L,oil and fats,140.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-07-15,Oil - Retail,L,oil and fats,140.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-08-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-09-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-10-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-11-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-12-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-01-15,Oil - Retail,L,oil and fats,130.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-02-15,Oil - Retail,L,oil and fats,150.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-03-15,Oil - Retail,L,oil and fats,140.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-07-15,Oil - Retail,L,oil and fats,125.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-08-15,Oil - Retail,L,oil and fats,125.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-09-15,Oil - Retail,L,oil and fats,125.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2016-10-15,Oil - Retail,L,oil and fats,125.0,DZD,Algeria,Tindouf,383,Tindouf,1795,137,15,15,6,1795_137_15_15,
2015-04-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-05-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-06-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-07-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-08-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-09-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-10-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-11-15,Cheese (dry) - Retail,Unit,milk and dairy,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-12-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-01-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-02-15,Cheese (dry) - Retail,Unit,milk and dairy,210.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-03-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-07-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-08-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-09-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2016-10-15,Cheese (dry) - Retail,Unit,milk and dairy,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,142,15,33,3,1795_142_15_33,
2015-04-15,Carrots - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-05-15,Carrots - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-06-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-07-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-08-15,Carrots - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-09-15,Carrots - Retail,KG,vegetables and fruits,110.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-10-15,Carrots - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-11-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-12-15,Carrots - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-01-15,Carrots - Retail,KG,vegetables and fruits,40.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-02-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-03-15,Carrots - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-07-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-08-15,Carrots - Retail,KG,vegetables and fruits,140.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-09-15,Carrots - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2016-10-15,Carrots - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,166,15,5,4,1795_166_15_5,
2015-04-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-05-15,Onions - Retail,KG,vegetables and fruits,75.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-06-15,Onions - Retail,KG,vegetables and fruits,120.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-07-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-08-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-09-15,Onions - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-10-15,Onions - Retail,KG,vegetables and fruits,90.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-11-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-12-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-01-15,Onions - Retail,KG,vegetables and fruits,100.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-02-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-03-15,Onions - Retail,KG,vegetables and fruits,110.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-07-15,Onions - Retail,KG,vegetables and fruits,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-08-15,Onions - Retail,KG,vegetables and fruits,80.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-09-15,Onions - Retail,KG,vegetables and fruits,60.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2016-10-15,Onions - Retail,KG,vegetables and fruits,50.0,DZD,Algeria,Tindouf,383,Tindouf,1795,173,15,5,4,1795_173_15_5,
2015-04-15,Bananas - Retail,KG,vegetables and fruits,230.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-05-15,Bananas - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-06-15,Bananas - Retail,KG,vegetables and fruits,200.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-07-15,Bananas - Retail,KG,vegetables and fruits,180.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-08-15,Bananas - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-09-15,Bananas - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-10-15,Bananas - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-11-15,Bananas - Retail,KG,vegetables and fruits,230.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-12-15,Bananas - Retail,KG,vegetables and fruits,220.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-01-15,Bananas - Retail,KG,vegetables and fruits,250.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-02-15,Bananas - Retail,KG,vegetables and fruits,270.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-03-15,Bananas - Retail,KG,vegetables and fruits,290.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-07-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-08-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-09-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2016-10-15,Bananas - Retail,KG,vegetables and fruits,300.0,DZD,Algeria,Tindouf,383,Tindouf,1795,254,15,5,4,1795_254_15_5,
2015-04-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-05-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-06-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-07-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-08-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-09-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-10-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-11-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-12-15,Fuel (diesel) - Retail,L,non-food,13.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-01-15,Fuel (diesel) - Retail,L,non-food,15.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-02-15,Fuel (diesel) - Retail,L,non-food,15.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-03-15,Fuel (diesel) - Retail,L,non-food,15.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-07-15,Fuel (diesel) - Retail,L,non-food,19.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-08-15,Fuel (diesel) - Retail,L,non-food,19.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-09-15,Fuel (diesel) - Retail,L,non-food,19.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2016-10-15,Fuel (diesel) - Retail,L,non-food,19.0,DZD,Algeria,Tindouf,383,Tindouf,1795,284,15,15,8,1795_284_15_15,
2015-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,22.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,21.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2016-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,27.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,27.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2016-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,27.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,29.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,29.0,DZD,Algeria,Tindouf,383,Tindouf,1795,285,15,15,8,1795_285_15_15,
